Date,p,v,pADANIPORTS,vADANIPORTS,pASIANPAINT,vASIANPAINT,pAXISBANK,vAXISBANK,pBAJAJ-AUTO,vBAJAJ-AUTO,pBAJFINANCE,vBAJFINANCE,pBAJAJFINSV,vBAJAJFINSV,pBPCL,vBPCL,pBHARTIARTL,vBHARTIARTL,pINFRATEL,vINFRATEL,pBRITANNIA,vBRITANNIA,pCIPLA,vCIPLA,pCOALINDIA,vCOALINDIA
11/12/2012,5683.700195,0,125.6922455,692315,358.5526733,388480,210.0612793,4857270,,,101.8413315,250406,827.5144043,63364,63.68498993,1268331,244.5905914,3758235,,,202.4979401,213354,380.4453735,574049,216.8199005,4073157
11/15/2012,5631,0,127.8325272,453557,352.0078735,1038430,211.0546417,9869410,,,101.7488174,572212,830.7904663,47286,63.18800354,2562504,253.5877838,11528105,,,206.3443604,126910,377.2915649,1454577,219.1789856,3944091
11/16/2012,5574.049805,0,123.8924789,671193,346.4054565,440200,210.0270081,9909415,,,100.9277802,194744,835.5557251,89505,62.87272644,1427943,263.2843323,12917101,,,209.7072449,516924,368.3153687,1503725,220.9090118,2884881
11/19/2012,5571.399902,0,124.4761963,642800,339.8912048,684050,207.9802551,6435810,,,100.0180511,68507,832.6766968,46134,62.6818428,1870164,270.3597107,9155775,,,209.0918274,46594,371.3721619,1102346,220.940506,2124504
11/20/2012,5571.549805,0,119.8551559,787747,337.5415955,514810,208.7766876,12283860,,,99.91792297,91336,822.9972534,66317,62.36657715,1018032,269.9230347,8271374,,,211.8172913,243842,368.6065063,716283,222.733429,2029773
11/21/2012,5614.799805,0,119.7092209,360974,343.674408,961050,211.756897,5702200,,,99.29795074,191554,818.678833,41256,62.79650116,1718826,268.5254211,5170343,,,208.9599457,24630,377.8738708,3367381,223.2052155,1601145
11/22/2012,5627.75,0,119.4660187,251196,347.8959045,686100,215.3023071,8264615,,,98.58086395,173634,847.5681152,167127,62.28059769,1720539,268.8746033,5730643,,,210.1468353,404320,375.7874756,2337369,223.8343201,803077
11/23/2012,5626.600098,0,120.0010834,182011,355.4403076,758030,215.2509155,4880425,,,101.3772812,107289,855.3612671,152656,61.42076111,2343717,266.8225098,3969050,,,212.6744843,112860,370.4017334,974479,225.2498322,999152
11/26/2012,5635.899902,0,121.946785,292680,358.0091858,497240,216.8009644,6760640,,,101.2175293,181488,872.2878418,107815,60.27430344,2870805,271.0152283,4206612,,,214.8504791,66076,370.3047485,764393,226.7597046,1152147
11/27/2012,5727.450195,0,126.2273178,1987923,361.559967,510620,220.954422,8189415,,,101.6226959,215329,866.3809814,73531,62.73918152,4689843,285.3848877,12739325,,,212.8503265,55092,379.2323608,2350611,228.552597,1148482
11/29/2012,5825,0,122.0440674,1359991,378.735321,2186930,224.4056244,13236165,,,101.1586685,2286417,859.8783569,52225,64.31552887,2565345,288.572998,10759653,,,216.8066559,175166,392.5754395,5320498,232.7046967,2727957
11/30/2012,5879.850098,0,126.6164703,1251861,379.6602783,2510700,226.0670013,8969560,,,102.2870255,210368,875.8121338,97787,66.3980484,2728809,294.3821106,10834756,,,219.0046234,258822,402.3764343,2875574,230.5971832,1913806
12/3/2012,5870.950195,0,128.6594543,1160794,381.0894165,631600,226.3581696,6817330,,,101.7411957,800314,894.2278442,119073,65.71018982,2480589,289.2722168,4266220,,,217.1583099,71734,401.309021,1311415,230.34552,2009230
12/4/2012,5889.25,0,130.7510834,3545718,381.5584717,832250,226.4438171,4634285,,,101.3666,97542,885.9382935,92640,66.81880188,2386422,290.407196,4939793,,,214.9164124,85544,399.1741333,1667172,229.2760925,2002423
12/5/2012,5900.5,0,130.0700684,1003342,383.8247681,1481090,228.6018677,6240190,,,101.299324,84069,887.1295166,45960,68.53845215,1992132,288.6167297,4308718,,,214.6966248,38900,402.2794189,1245858,227.5460663,957128
12/6/2012,5930.899902,0,131.3834381,3147331,381.9573364,607840,233.6373596,7402840,,,100.0142517,82175,918.4511108,136842,68.90130615,4211205,283.6381226,5669650,,,217.3561401,437924,399.5623474,1409286,227.9863892,4403668
12/7/2012,5907.399902,0,133.8642273,1424101,378.0996399,417720,227.5827789,10243690,,,99.06782532,217964,931.2577515,140658,68.44271851,2724816,281.6725769,5077875,,,217.927597,59166,398.543396,1278702,228.332428,3397863
12/10/2012,5908.899902,0,133.3291168,612960,378.3890381,366760,226.5722656,8133650,,,97.73459625,227310,932.4987183,141904,68.15613556,1202937,277.6977539,3609478,,,217.7517853,45894,404.9965515,1913185,228.2066193,894152
12/11/2012,5898.799805,0,131.091568,790611,377.0169678,462050,227.0090027,8021425,,,97.36994171,269056,916.7634277,69496,68.71960449,1440744,274.4658508,5971558,,,219.3343048,437238,403.9776001,2524271,224.7151031,934577
12/12/2012,5888,0,131.9671326,543139,378.7966614,1204090,227.1717072,6807245,,,96.81340027,163538,904.9000244,101355,67.61154938,967992,272.4565735,6760265,,,217.1802826,51096,402.9586792,1429028,224.211792,1333281
12/13/2012,5851.5,0,127.1515274,680712,377.8410645,638300,227.0004425,8675145,,,95.8478775,361359,929.619751,234000,67.15297699,658707,277.610199,6858142,,,218.0155334,122844,394.855835,947387,222.4817963,1239115
12/14/2012,5879.600098,0,131.9671326,878418,375.3160095,671250,231.6848145,5829215,,,95.932724,162066,933.9381714,65306,67.05725098,2307504,272.9370117,3957718,,,219.2024384,72168,391.0712891,1224616,222.7648926,1882922
12/17/2012,5857.899902,0,139.3607788,2010480,372.5630188,407780,232.7724152,8335590,,,96.03364563,349544,927.6838989,65933,65.90164185,2245404,262.5412598,7791657,,,218.7628174,27128,397.1362915,877337,221.3179169,2604658
12/18/2012,5896.799805,0,138.7770691,1908629,376.6048584,606600,231.8989716,8858360,,,95.57267761,297515,918.1036987,46442,66.92369843,1645104,273.7666016,7241371,,,217.0923767,46170,400.0960083,1254873,221.5381165,3208233
12/19/2012,5929.600098,0,141.3065033,1845672,388.3839111,806400,228.6361389,8422430,,,96.56800842,8310463,913.934082,282226,68.33782959,3357099,276.0813293,5114084,,,218.7628174,152552,407.4225159,1840280,224.683609,2694436
12/20/2012,5916.399902,0,136.1990204,2098610,389.6420288,823270,225.8443451,7300910,,,96.53819275,1469687,909.1688843,51299,66.85663605,2252658,276.8243713,3322127,,,217.8836365,23684,412.2745972,2775721,224.2747192,2359658
12/21/2012,5847.700195,0,131.9671326,1487914,381.9266663,451660,226.2982178,8412495,,,94.57350159,12251585,895.9650879,123611,65.69126892,1715223,268.4816895,3717126,,,215.5977783,44716,407.325531,1318439,221.821228,2572795
12/24/2012,5855.75,0,131.6752777,625551,382.3475647,364270,229.9635162,4552520,,,97.55953217,275520,882.2154541,34196,66.29315186,1763643,269.5738831,2140728,,,216.3670502,22604,406.355072,972238,222.9221497,445971
12/26/2012,5905.600098,0,132.6967773,526630,387.8403625,382830,231.5563965,5017515,,,100.3154373,397177,900.2338867,901768,66.63709259,1522617,277.2610474,3455301,,,219.6420135,71786,407.8106689,708327,223.3939819,825470
12/27/2012,5870.100098,0,130.1673431,1895037,381.0674744,743630,233.6716156,9467615,,,99.33844757,242862,908.9702148,922064,65.73884583,3914601,278.353241,3758862,,,216.3670502,40068,402.8131409,1538127,222.1043091,2472434
12/28/2012,5908.350098,0,129.2431641,773240,385.3021545,292430,232.8580933,6092510,,,100.4752274,213940,899.9361572,454001,67.31520844,5902236,278.7023926,4816389,149.010788,35351056,217.575943,89098,404.074646,702962,222.3245087,1362203
12/31/2012,5905.100098,0,131.3347778,636052,388.620636,379160,232.3442383,3290620,,,100.4377594,201743,897.0075684,37755,68.08905792,2794605,276.9985046,1866038,150.6047058,6021827,219.2463989,41230,401.9882507,654260,223.2052155,781161
1/2/2013,5993.25,0,134.6911163,1158271,383.3075562,614960,237.5339203,7168225,,,100.2818069,316515,903.7086792,54994,70.01909637,2962203,280.4491272,3060220,156.6693115,5470399,221.6861267,786810,408.0047607,2136297,225.6587677,2259736
1/3/2013,6009.5,0,134.5451813,996003,385.477478,508860,238.0648499,4750195,,,102.981926,479558,908.2753296,99645,69.98069,1796277,286.5208435,4005309,158.8852386,3626134,223.1807556,463354,405.4816895,1107370,226.7597046,2027014
1/4/2013,6016.149902,0,133.7669067,1236742,385.9421997,713090,236.1808472,6262900,,,103.0300827,279019,923.8616333,133093,71.4618988,5347482,285.6465149,3575377,161.0622711,4188477,224.2797089,51546,403.8320618,1589431,228.867157,1535946
1/7/2013,5988.399902,0,136.2476959,1974675,385.2714233,519650,235.1360626,5715850,,,102.8779602,232014,910.657959,56190,73.65904999,6416718,285.4724426,3610820,161.2566528,2632614,220.5871582,37746,411.7893372,2172227,226.6024475,1000153
1/8/2013,6001.700195,0,133.7182617,750310,385.2496033,672700,232.9865265,6090610,,,102.7846832,104644,907.7789917,35906,72.75165558,4208343,288.5291443,3516022,157.7967377,1310534,219.8398285,33942,416.7869263,3215124,226.6338806,886068
1/9/2013,5971.5,0,131.4806976,804170,382.6237183,393240,231.1624451,7885125,,,101.8489838,120052,909.6652222,27035,73.69745636,5134068,291.5431519,5578613,159.4294739,1316038,222.1916656,472828,415.7194519,2631466,228.8042603,3174415
1/10/2013,5968.649902,0,132.1130829,649023,382.4965515,832720,234.3053741,6859365,,,104.3893127,854308,903.3612061,40427,72.77056122,9630924,288.3113708,2756423,159.4683685,1061770,218.0375214,56784,412.856781,1595163,230.0309906,1889875
1/11/2013,5951.299805,0,128.1243896,627649,376.9512024,530530,233.6373596,6571215,,,102.8702927,173604,881.8183594,50662,70.84052277,3692850,284.0748596,3024530,159.740509,560597,215.4659119,90512,409.0236816,839019,226.8854828,1310539
1/14/2013,6024.049805,0,132.5995026,645456,382.74646,302470,237.4054871,6571910,,,103.5277634,308631,860.722229,88634,71.29911041,3349284,287.1315613,3562752,161.5676575,440016,213.2019806,427748,403.9776001,1573682,225.9418335,1242363
1/15/2013,6056.600098,0,133.1832123,611458,378.1479492,535140,243.9481812,16987060,,,104.4336319,1912511,867.3240356,144907,73.60172272,4319001,301.5450439,9958438,159.5850067,308822,213.8394318,420062,406.4035645,1540527,223.3625031,1104566
1/16/2013,6001.850098,0,131.9185181,1823638,375.0968323,421340,241.4047241,11828785,,,102.9299393,361401,834.2651978,247278,73.02851105,3315765,299.5357361,4460445,158.924118,522978,217.1363525,116130,403.7349548,1360509,221.821228,1893031
1/17/2013,6039.200195,0,130.9456635,448421,379.9101868,1190180,240.8823395,7200690,,,102.6738358,224438,822.9972534,118305,75.69400024,19867680,308.7954712,8092753,159.3517609,1583997,215.3560028,68786,395.3410339,1493804,221.7897644,1437686
1/18/2013,6064.399902,0,128.6594543,551806,377.9682007,736430,237.7394104,7017900,,,101.8642731,313190,836.4988403,71753,83.10747528,27305730,304.7340698,5831718,159.390625,1219799,213.7075348,70308,397.6699524,1809419,223.2052155,1430944
1/21/2013,6082.299805,130900,132.0644226,1013495,375.9385376,445250,237.2941284,3664365,,,103.3420029,2309390,853.6737061,60255,84.24474335,9896799,310.5860291,5605660,159.4294739,599417,215.1801605,55874,392.041687,1340055,221.1921082,1395513
1/22/2013,6048.5,129000,131.7725677,1864356,386.9109192,1862370,238.6557312,5190575,,,103.2082138,863603,860.473999,196674,82.88793945,5401422,307.1791077,5606871,159.4294739,645165,215.4659119,44000,393.3031921,1193800,220.468689,2106194
1/23/2013,6054.299805,137000,130.0214233,633457,389.4929504,1239080,239.5121307,6408855,,,100.9178619,263140,862.906311,106894,81.12069702,6341829,320.8942566,9278819,159.0796204,632500,213.3119049,91392,394.0795288,1517174,220.5001221,1525211
1/24/2013,6019.350098,185200,126.4218826,948386,386.2139893,579610,239.1524506,9840850,,,99.53414917,116890,847.9155884,63217,79.46750641,2465739,316.1335449,5280167,160.2459106,1658900,208.6742096,57986,379.4749756,1368406,216.1907654,2244498
1/25/2013,6074.649902,147600,126.762413,1711468,386.266571,296880,237.4311676,8283305,,,99.96607971,68540,850.7946167,39983,80.24137115,3389316,314.9100342,5156692,161.9564362,446416,212.806366,26874,386.1222534,1752022,214.5550842,2178501
1/28/2013,6074.799805,113100,133.037262,6676462,385.6966858,579060,242.0041656,18608065,,,99.41949463,74150,831.0386353,76126,79.4388504,2701740,312.1586609,3128797,163.5114746,619340,210.0809021,43768,387.8204346,759123,215.3100128,1729721
1/29/2013,6049.899902,157600,141.841568,19207648,388.537323,609480,252.7089691,45463865,,,99.0181427,85200,826.6209106,70470,78.2448349,2606865,305.3010864,4878281,164.9498596,1297700,211.0919952,68406,386.1222534,1955552,218.7071381,2242187
1/30/2013,6055.75,124200,138.7770691,10316243,392.2327881,702210,257.1278381,24852050,,,99.77113342,105350,835.4067993,48806,78.21616364,3883233,301.0207825,3756195,163.2393188,1254754,209.2237091,63712,395.6806946,2286887,220.342865,2914324
1/31/2013,6034.75,168500,146.4626007,8895649,394.6351013,1377750,257.7958374,13102855,,,98.75057983,108080,845.8306885,56837,78.42654419,4952526,296.6529846,4656160,158.8074951,477136,211.8832245,84222,395.0014038,3175669,222.2930603,2978332
2/1/2013,5998.899902,159300,145.8789063,3716667,398.2647705,469130,258.5665894,7404405,,,99.08695221,143960,844.192749,38291,80.75724792,3261840,287.7433472,17397006,160.1681366,535714,207.3993835,86694,402.1338196,1562599,224.4005737,1952958
2/4/2013,5987.25,141700,145.8302612,2234003,407.0673218,1578080,253.0943298,5841720,,,98.80791473,113540,844.6890869,34963,80.0218277,3009012,289.1847229,4395456,163.2393188,972954,206.6960602,37552,391.5079651,3494416,220.531601,2098181
2/5/2013,5956.899902,136200,146.1707458,2115293,406.7122498,581760,249.9171143,8722175,,,97.8752594,48950,833.6695557,46886,78.67475891,2904804,283.6809387,6855338,163.1615753,310499,205.333313,33866,395.243988,2468796,219.808075,1840821
2/6/2013,5959.200195,157800,150.7431488,5541384,405.4190369,722520,250.0798492,6597650,,,97.84085083,148040,835.8039551,30610,79.93582916,3231510,285.2973938,4180166,163.2782135,1068489,204.8058014,36008,393.012085,4484347,215.3729401,1067866
2/7/2013,5938.799805,157600,151.6187286,4047635,403.6392212,410770,250.1568909,8690950,,,96.4457016,312080,829.2020264,38884,78.50278473,2112771,279.6195068,3597028,161.373291,55628,204.4980927,27754,382.4346924,7134955,216.2851257,982217
2/8/2013,5903.5,192600,147.7273102,1791582,396.5946045,555190,248.4869843,11111940,,,95.63152313,83460,819.5723877,46533,76.69713593,2217048,281.1046143,4022050,160.9067688,1147102,204.4101715,150774,369.3828125,4826509,213.1081543,2935771
2/11/2013,5897.850098,122000,149.3325195,2315423,397.4713135,462880,255.9032288,26647505,,,95.16520691,107850,817.2393188,35485,76.91668701,2790900,276.212616,2479123,158.1077118,56809,206.5202026,155300,383.308075,2478271,212.9194183,2575836
2/12/2013,5922.5,142800,149.5270691,2292412,395.367157,208800,253.9934845,10861285,,,94.94351196,68410,803.241394,29972,78.39788818,2145681,281.5412598,2699788,155.7751923,164404,209.6633148,104538,381.5128784,1348089,217.102951,2557673
2/13/2013,5932.950195,142600,150.6945038,1577507,391.9960632,330480,253.0686035,4442120,,,96.2775116,1046950,773.2601318,43834,76.70688629,2639913,284.7293701,3318278,151.6932373,294907,212.4766846,85314,376.369751,1155959,218.7071381,1750962
2/14/2013,5896.950195,143800,144.3709564,3032088,396.8225403,1626580,245.3184204,13542895,,,98.76586914,961430,751.1712646,127163,74.01274872,5372112,272.2815247,4783426,149.9049225,192159,216.7627106,149122,370.4017334,1587057,220.7517395,3190078
2/15/2013,5887.399902,125100,145.8789063,1572387,398.2516479,384090,248.2300568,8538210,,,98.56327057,610650,757.5744629,49351,72.51260376,6282618,276.6055298,3348732,146.2894897,891987,215.3999634,57944,370.4017334,1671122,220.091217,2005414
2/18/2013,5898.200195,114300,145.0033569,888936,394.8936768,393310,245.275589,5429680,,,97.7070694,42660,771.4235229,55438,72.47420502,4898742,274.0291443,2738668,149.2051849,820340,217.0704193,302092,368.5580139,1222225,215.8447571,1564363
2/19/2013,5939.700195,101000,148.4083252,1183511,399.6982727,407070,246.5344086,3680465,,,97.16429138,913210,764.72229,249759,72.94252014,2013483,268.6567383,4964028,148.9719391,38966,219.2024384,54060,376.1271362,1159275,213.1396179,1147864
2/20/2013,5943.049805,135400,146.3653107,1086942,399.400116,856240,246.5344086,3343455,,,98.24220276,92950,819.0262451,385665,75.07318115,4575060,265.5552673,7907465,152.4319,214534,219.2683716,93518,370.3047485,1450610,215.5302124,1864313
2/21/2013,5852.25,159400,141.6470032,3125690,395.730957,548690,240.6082764,8804450,,,96.69033051,96940,825.2806396,174701,74.56646729,5223510,258.7414246,8681003,151.4599609,217043,221.620163,155064,370.4987793,2069458,214.0832672,2103633
2/22/2013,5850.299805,157000,145.6356964,1120221,397.8045044,684190,241.8243713,5496945,,,94.72181702,128620,817.9342651,94982,74.37558746,3189165,270.4909668,6980123,148.9719391,685089,220.3453979,102228,369.4313965,2907761,208.6730194,2323286
2/25/2013,5854.75,125100,144.0791168,921416,394.7227173,477940,239.9831543,6046380,,,98.35686493,444600,844.2921143,303159,73.1529007,2732631,268.1763,3943871,149.3217926,770743,219.4222107,34418,359.4362183,1480380,204.961319,2234113
2/26/2013,5761.350098,157400,137.6096802,1881561,385.7756348,597970,234.262558,5333690,,,97.80262756,197120,837.0448608,105804,71.85340118,4170861,272.3690186,11719156,149.3217926,324124,215.2680969,44024,350.7997131,1615878,197.9153595,1783812
2/27/2013,5796.899902,175200,139.4094543,2210177,382.0888977,587380,239.7861786,7968095,,,100.2298279,137580,838.7325439,584606,72.61751556,4404789,281.0608521,10455376,143.4904633,1815408,215.8834991,28760,353.3712463,1339909,195.9651642,3096188
2/28/2013,5693.049805,334900,134.8856964,4173623,374.5619812,1592310,230.2204285,13401880,,,97.95552826,126700,804.3335571,92315,71.06981659,8355282,282.0654907,10454240,149.2051849,3208335,211.6634064,44338,349.1984863,3174611,194.8956451,6550159
3/1/2013,5719.700195,174500,136.2963257,3196913,382.1809387,772430,233.5688782,13593630,,,98.02815247,181340,801.6530762,61646,73.65904999,4493121,271.7572937,8272617,148.3499146,1026599,220.7190399,75828,359.1451416,1666456,197.5379181,1982201
3/4/2013,5698.5,144900,132.4535522,900454,379.6208496,721440,234.4595184,7328045,,,96.10933685,92330,799.4690552,34251,73.99324036,4612692,276.0813293,3926305,149.4773102,134278,219.905777,146970,360.600708,1599432,198.8590088,2460519
3/5/2013,5784.25,154400,141.9874878,1772006,388.8265991,785270,240.334259,7799155,,,97.21016693,267870,801.3552246,26534,74.21335602,2895231,281.3662109,6034456,152.0820007,421920,219.9717102,99532,370.9840088,2457482,200.1486816,1121331
3/6/2013,5818.600098,156900,140.3823242,1195204,391.3078918,591600,240.1544647,8063055,,,95.42895508,130770,798.7243652,31637,73.42001343,3026352,279.9249268,5169131,153.1316376,1128179,223.9280396,306210,370.6928711,956825,199.4252167,1387621
3/7/2013,5863.299805,134700,141.938858,1019838,402.0260315,977840,240.3513794,5472035,,,96.19342041,175760,797.7316284,33803,74.64328003,2916492,279.7507935,5477013,152.3540802,255566,228.2360382,525138,374.9625854,1250263,196.9088135,1508269
3/8/2013,5945.700195,150800,141.9874878,737539,409.1408081,608210,240.9851227,5903450,,,98.2154541,213490,804.4823608,69486,77.46124268,4945656,282.0654907,3283793,150.6047058,237353,231.950592,1008328,380.2027893,1288925,202.1618195,3730472
3/11/2013,5942.350098,125400,138.1447449,885327,417.0446777,1244470,239.9917297,8740050,,,97.76441193,208480,798.873291,23872,76.40077972,2710998,280.7116699,3973165,150.2936859,389005,235.4013824,225510,381.7069397,2453299,201.5641479,1694709
3/12/2013,5914.100098,115900,135.1288757,918664,416.663269,787720,237.1742554,5098545,,,96.50302124,111050,795.8453369,41566,75.8086319,1892142,274.7712708,2668981,147.6112671,416693,236.1487122,78892,375.8845215,417576,200.7777863,1065793
3/13/2013,5851.200195,116700,131.723938,814241,420.0299072,1453120,230.6572113,8087885,,,95.75766754,276530,791.2786865,37145,74.62379456,1550043,277.1735229,4526622,147.6501312,579140,236.1487122,107898,372.148468,571576,200.7148438,1431325
3/14/2013,5908.950195,149000,136.1504059,1204991,429.2927551,1590670,231.7019501,18084215,,,96.81646729,86680,789.6903076,53026,75.90437317,1941315,274.815033,5851065,147.5723877,104780,236.2805634,51796,373.8466492,1063553,200.8092499,1589111
3/15/2013,5872.600098,152200,135.0316162,651943,439.0114441,3093410,229.4839325,16501410,,,99.3048172,369730,789.3427734,26403,76.4391861,3729534,271.059021,6611777,143.9180908,174015,237.4234924,403324,372.3910522,1295135,201.3125,1966212
3/18/2013,5835.25,102700,135.274826,1089644,438.5906067,2528290,226.9576111,11670100,,,98.11606598,493610,767.0057983,41735,74.9201355,2189676,268.6129761,5710529,142.674057,101719,240.4347076,56624,379.7661743,1245055,196.1223755,4966365
3/19/2013,5745.950195,182300,132.3076324,970366,430.4237366,2170700,226.3410187,11476595,,,95.82647705,69650,759.7088623,31288,73.03825378,4002495,256.2963867,17417461,141.4300385,296981,233.4671478,251878,372.196991,1396431,193.2353516,4898937
3/20/2013,5694.399902,187600,128.7567291,690865,437.7225647,1901160,222.5301361,7643165,,,95.49010468,45660,758.3687134,31807,72.66564941,2126892,244.6343689,22652601,139.875,560531,232.6099548,247966,378.213501,1801592,193.2677917,2619937
3/21/2013,5658.75,179200,123.8438492,1349239,430.7174377,1570570,224.6625366,8629120,,,94.49246979,359720,756.5320435,65298,70.47766876,2405232,260.226532,12005856,135.2098999,3101013,233.5990906,124528,371.226593,896447,193.4299774,2180014
3/22/2013,5651.350098,165300,120.7307281,2379340,434.3120117,1153710,222.6671906,6679940,,,92.47808838,109580,759.9571533,25251,69.94285583,3340713,256.8634338,6929758,134.5878754,979167,229.7306519,179808,370.6928711,945182,192.4892883,1569103
3/25/2013,5633.850098,150400,124.5734787,1137186,427.7672424,1665560,224.2600555,7280340,,,89.77185822,604710,760.8009644,49833,71.1082077,3814695,252.1026917,5615920,132.3719788,649932,228.829483,162582,369.1402283,967047,192.9434204,1815688
3/26/2013,5641.600098,126500,127.8325272,1527015,429.8888855,1162070,221.6651917,6651170,,,86.88215637,439570,754.050293,70541,71.59545898,2490834,259.3532104,7229504,132.1776123,3053335,227.0491333,22006,368.0727844,625109,195.5060425,2049384
3/28/2013,5682.549805,209700,134.9343109,1939645,431.116333,1029400,222.7785187,6827560,,,87.76895142,852790,765.9633789,46187,72.16867828,4425219,254.8550568,4865430,139.1363373,338460,230.7636871,67604,368.5094299,1880216,200.5339661,1954665
4/1/2013,5704.399902,97800,138.5825348,890295,434.4216919,688780,225.2106171,4906715,,,89.68011475,79560,774.9974365,26062,72.03511047,849948,256.5142822,1581414,139.2918243,172211,231.8626709,45902,373.2159119,1254854,197.9389343,989906
4/2/2013,5748.100098,106400,143.1549072,1468440,428.7579041,520130,222.8898163,5734520,,,90.40254211,392470,771.6716919,96948,72.16867828,2097702,254.8978729,2946520,142.9850464,202990,232.1044464,188644,380.4453735,1219812,200.4042511,1129788
4/3/2013,5672.899902,140700,142.0847931,1553513,428.2976379,758590,218.9162445,8463625,,,92.26403809,900780,753.553772,46133,71.65278625,2000922,245.2889099,6152528,141.0024109,890606,228.5657501,49186,377.7767944,1640608,195.7331085,1310408
4/4/2013,5574.75,134600,136.9286652,1364325,419.8370056,574890,213.0414734,6417705,,,91.36577606,318460,751.618042,32971,70.61123657,1651044,239.0003052,7099105,139.9527435,932854,225.5105743,51930,372.0514526,1236015,201.6044464,4561472
4/5/2013,5553.25,137500,140.8200684,1133976,417.9915771,734940,210.5922089,6484050,,,89.65719604,429070,750.8237305,27478,71.93939209,2173554,236.0738525,4706785,140.7302551,209977,227.1150665,17202,375.3993225,786302,200.6312866,2585164
4/8/2013,5542.950195,97000,140.1390686,588531,405.2699585,906040,206.0791168,4864420,,,89.64190674,73520,750.5755615,16159,72.69432068,947697,245.1147919,4318115,138.0089569,43044,228.1481323,11738,383.308075,742653,200.4042511,780879
4/9/2013,5495.100098,138200,141.3551636,511288,397.304718,935710,206.0791168,7490495,,,86.91655731,97370,749.4835205,23932,71.16553497,2440152,241.969574,4781414,137.6979523,783067,228.6976166,115644,379.3294373,1128997,198.8471985,1790726
4/10/2013,5558.700195,128600,147.1922455,2267790,397.7080994,700260,212.2621765,10046765,,,85.90746307,131440,747.0016479,60420,70.60206604,2202318,246.0319672,3804284,138.5920868,115618,230.7636871,67856,387.1896362,1191028,200.2420502,1376413
4/11/2013,5594,146800,145.2465668,1334386,399.3256531,713140,214.4630432,9714180,,,84.90982056,177260,744.9168091,46003,69.99043274,2339967,240.3978729,4507468,136.1429443,12895,235.62117,221608,393.7398987,1652950,198.2957458,1481388
4/12/2013,5528.549805,127300,144.468277,832927,408.7374878,963060,216.5440674,7911225,,,85.58255005,80570,744.8671875,14220,71.52838898,1695498,238.9127655,2194505,133.0717468,91657,234.9837494,16512,393.5458069,1277480,194.5653381,2308935
4/15/2013,5568.399902,142900,141.4524384,988564,406.9927673,527360,221.6651917,7689700,,,85.13534546,414370,743.2788696,27977,75.43604279,7908858,244.2852173,3299299,127.5902481,783115,231.3790741,43602,385.2003784,1218350,190.7051697,2366725
4/16/2013,5688.950195,142700,142.2306976,789507,410.9906616,855260,233.5003662,11987860,,,85.94569397,385080,755.6882324,24398,77.68135071,5434155,248.9584045,3383269,127.667984,188869,233.796875,24098,388.1115723,1184653,191.2565765,2062215
4/17/2013,5688.700195,154600,137.1718903,1224412,407.7160645,1930760,235.8811188,9186545,,,87.58164978,152020,747.2994995,21347,76.68739319,2423271,249.8755341,3376785,132.1387177,1060339,237.7092285,40676,389.4701538,1568351,192.5866089,2143002
4/18/2013,5783.100098,149900,141.3065033,1433603,407.6415405,540750,244.821701,11300880,,,89.55397797,146990,772.9622803,46449,77.45207977,2961294,261.7554016,6627181,132.3719788,556273,240.1050262,40562,389.276062,1271094,194.3707123,2370066
4/22/2013,5834.399902,135100,146.2680359,1690739,407.4355469,655860,246.8341675,13252895,,,93.42221069,743830,770.9767456,34506,79.23822784,3699999,262.7163086,3550783,139.875,338085,248.1934967,104402,385.4914856,735850,202.7397766,5301898
4/23/2013,5836.899902,132200,143.300827,1160058,407.6371155,421830,247.4593506,7340650,,,94.72945404,73930,773.9053955,18395,78.96136475,1601265,261.5813293,6355964,136.1429443,50025,244.6547699,80650,384.2785034,598218,202.2856445,2266794
4/25/2013,5916.299805,199600,141.5497131,2246425,407.8739014,1946230,257.4960938,19391755,,,98.65501404,272510,761.2973022,66128,79.63031006,2720010,265.4239807,5488236,136.9593201,48718,247.7758636,1277212,394.9528809,1646543,205.7241211,3417233
4/26/2013,5871.450195,141300,140.9173737,877991,412.5556946,2005270,254.5758209,10489965,,,96.4074707,78840,756.0357666,22781,78.92295837,1131333,278.1781921,7726778,138.7864838,1398468,248.8968506,90976,397.7185364,1064859,206.9567871,2154596
4/29/2013,5904.100098,118900,141.4524384,415488,413.2746582,1219140,252.7003784,6561785,,,92.93676758,727540,745.9592896,50791,79.1619873,1704654,277.9593811,3611343,139.0197449,904972,247.3582916,62364,395.4380798,919198,203.3561401,1361563
4/30/2013,5930.200195,153200,141.0632935,892336,410.4252014,494960,255.6634216,9010945,,,93.74329376,59740,736.5280151,47601,79.15224457,2730570,278.4398193,3720339,138.2422333,1928796,254.8972321,127618,393.3031921,964246,207.0865631,2252928
5/2/2013,5999.350098,162400,142.3279877,1253183,414.46698,1284490,259.6542053,10775590,,,96.94261169,144600,745.2642822,69668,79.64922333,1934199,276.6930847,12945641,136.9593201,471516,252.6333771,86380,396.9421387,1002488,205.8538818,1430676
5/3/2013,5944,145800,151.3268585,3167410,411.6526184,438070,252.5975952,9326475,,,94.97025299,97430,724.3170776,78802,77.0599823,1820622,277.5227051,8473119,136.5705261,39362,251.7541962,137970,388.790863,989546,206.7946014,1577249
